user_id,timestamp,event_type,amount
U1623,2026-03-01 16:00:00,view,0.0
U3049,2026-01-12 04:00:00,purchase,451.2
U5090,2026-02-10 02:00:00,view,0.0
U2682,2026-01-03 19:00:00,view,0.0
U4191,2026-02-21 10:00:00,add_to_cart,0.0
U2648,2026-02-07 07:00:00,view,0.0
U4923,2026-02-17 02:00:00,view,0.0
U3200,2026-02-15 17:00:00,view,0.0
U4777,2026-01-16 08:00:00,view,0.0
U5067,2026-02-02 13:00:00,view,0.0
U2300,2026-02-25 07:00:00,view,0.0
U2218,2026-02-02 15:00:00,view,0.0
U5555,2026-01-22 22:00:00,view,0.0
U2045,2026-02-07 05:00:00,view,0.0
U4436,2026-01-08 01:00:00,view,0.0
U5893,2026-02-16 00:00:00,view,0.0
U5548,2026-02-17 18:00:00,view,0.0
U5642,2026-01-17 11:00:00,add_to_cart,0.0
U2243,2026-02-15 20:00:00,view,0.0
U3565,2026-02-10 04:00:00,view,0.0
U3327,2026-02-15 20:00:00,view,0.0
U1606,2026-02-02 19:00:00,purchase,154.28
U1980,2026-02-02 02:00:00,view,0.0
U1127,2026-02-11 21:00:00,view,0.0
U1569,2026-02-15 23:00:00,purchase,112.37
U5014,2026-01-02 09:00:00,purchase,439.91
U1784,2026-01-09 10:00:00,add_to_cart,0.0
U5341,2026-01-29 09:00:00,view,0.0
U3806,2026-02-19 23:00:00,view,0.0
U1524,2026-01-07 03:00:00,view,0.0
U5780,2026-01-08 13:00:00,view,0.0
U5495,2026-02-20 22:00:00,view,0.0
U2166,2026-01-02 22:00:00,view,0.0
U2982,2026-01-25 21:00:00,view,0.0
U2715,2026-01-15 21:00:00,view,0.0
U3491,2026-01-08 20:00:00,view,0.0
U4051,2026-02-08 03:00:00,purchase,422.59
U1991,2026-02-16 02:00:00,view,0.0
U5364,2026-02-11 18:00:00,purchase,399.64
U1830,2026-02-27 22:00:00,view,0.0
U2369,2026-02-22 22:00:00,view,0.0
U2150,2026-02-22 00:00:00,view,0.0
U2081,2026-02-16 01:00:00,purchase,127.5
U1559,2026-02-14 20:00:00,view,0.0
U5992,2026-02-08 04:00:00,purchase,309.74
U3294,2026-01-26 15:00:00,view,0.0
U4506,2026-02-26 13:00:00,add_to_cart,0.0
U2243,2026-02-18 13:00:00,view,0.0
U4059,2026-01-16 15:00:00,view,0.0
U5646,2026-01-30 04:00:00,view,0.0
U3070,2026-02-23 04:00:00,view,0.0
U3849,2026-01-10 18:00:00,view,0.0
U3489,2026-02-25 04:00:00,view,0.0
U5611,2026-01-16 22:00:00,view,0.0
U5592,2026-02-01 19:00:00,add_to_cart,0.0
U2687,2026-02-04 00:00:00,view,0.0
U5000,2026-02-12 04:00:00,add_to_cart,0.0
U4913,2026-01-29 12:00:00,view,0.0
U5107,2026-01-02 18:00:00,view,0.0
U1753,2026-01-17 07:00:00,view,0.0
U2625,2026-02-20 08:00:00,view,0.0
U4974,2026-02-22 17:00:00,view,0.0
U2516,2026-02-25 03:00:00,purchase,214.79
U3808,2026-02-06 08:00:00,view,0.0
U3967,2026-02-18 02:00:00,add_to_cart,0.0
U5079,2026-02-18 06:00:00,view,0.0
U3143,2026-02-01 04:00:00,view,0.0
U4851,2026-01-13 22:00:00,view,0.0
U3914,2026-01-17 16:00:00,view,0.0
U1595,2026-01-22 12:00:00,add_to_cart,0.0
U1698,2026-02-05 11:00:00,view,0.0
U5171,2026-01-28 13:00:00,view,0.0
U3782,2026-01-19 14:00:00,purchase,50.81
U4140,2026-01-25 19:00:00,view,0.0
U3938,2026-02-22 22:00:00,view,0.0
U2167,2026-02-14 20:00:00,add_to_cart,0.0
U3982,2026-02-27 04:00:00,purchase,371.15
U1732,2026-01-18 14:00:00,view,0.0
U1953,2026-02-07 06:00:00,view,0.0
U2191,2026-02-19 01:00:00,view,0.0
U2540,2026-02-07 18:00:00,view,0.0
U4719,2026-01-01 21:00:00,view,0.0
U1499,2026-01-07 12:00:00,view,0.0
U2155,2026-03-01 18:00:00,view,0.0
U3923,2026-01-27 09:00:00,view,0.0
U4602,2026-01-03 12:00:00,view,0.0
U5748,2026-02-27 19:00:00,view,0.0
U1455,2026-02-10 06:00:00,view,0.0
U4072,2026-01-28 16:00:00,view,0.0
U1823,2026-02-22 05:00:00,view,0.0
U3105,2026-02-01 12:00:00,view,0.0
U2852,2026-01-16 21:00:00,view,0.0
U4284,2026-02-06 03:00:00,purchase,281.39
U4512,2026-02-10 16:00:00,view,0.0
U4486,2026-02-23 21:00:00,purchase,198.26
U1470,2026-01-12 09:00:00,view,0.0
U3783,2026-02-07 11:00:00,view,0.0
U1667,2026-02-27 03:00:00,view,0.0
U5185,2026-03-01 17:00:00,view,0.0
U1539,2026-02-10 03:00:00,view,0.0
U4775,2026-01-17 08:00:00,view,0.0
U3508,2026-01-29 12:00:00,view,0.0
U2581,2026-01-06 17:00:00,view,0.0
U1255,2026-01-25 01:00:00,view,0.0
U1009,2026-02-19 12:00:00,purchase,90.77
U2015,2026-01-01 17:00:00,view,0.0
U1223,2026-01-11 20:00:00,purchase,377.29
U4925,2026-02-18 12:00:00,add_to_cart,0.0
U5000,2026-02-04 00:00:00,view,0.0
U1404,2026-01-06 16:00:00,view,0.0
U3756,2026-02-07 02:00:00,purchase,282.16
U4636,2026-01-10 18:00:00,purchase,131.2
U3048,2026-01-13 03:00:00,purchase,122.03
U5976,2026-02-03 07:00:00,add_to_cart,0.0
U2574,2026-02-03 21:00:00,view,0.0
U3165,2026-02-19 11:00:00,add_to_cart,0.0
U2984,2026-01-05 16:00:00,view,0.0
U5719,2026-01-23 14:00:00,view,0.0
U2252,2026-01-02 10:00:00,view,0.0
U5530,2026-03-01 01:00:00,purchase,181.79
U2358,2026-02-03 19:00:00,view,0.0
U5344,2026-01-24 14:00:00,view,0.0
U5637,2026-02-20 16:00:00,view,0.0
U3180,2026-01-10 23:00:00,add_to_cart,0.0
U4472,2026-03-01 19:00:00,view,0.0
U4031,2026-01-06 20:00:00,view,0.0
U5300,2026-02-12 15:00:00,view,0.0
U5042,2026-02-26 22:00:00,view,0.0
U4445,2026-01-04 07:00:00,view,0.0
U3947,2026-01-03 02:00:00,view,0.0
U1666,2026-02-19 18:00:00,view,0.0
U5699,2026-01-22 20:00:00,view,0.0
U1523,2026-02-03 16:00:00,view,0.0
U2753,2026-01-09 14:00:00,view,0.0
U3261,2026-01-30 10:00:00,view,0.0
U3878,2026-01-17 03:00:00,view,0.0
U3055,2026-02-21 14:00:00,view,0.0
U1302,2026-01-22 13:00:00,view,0.0
U5569,2026-01-14 23:00:00,add_to_cart,0.0
U1364,2026-02-28 23:00:00,view,0.0
U5978,2026-02-16 22:00:00,view,0.0
U3797,2026-03-01 12:00:00,view,0.0
U4345,2026-02-04 18:00:00,view,0.0
U4086,2026-02-24 04:00:00,view,0.0
U3075,2026-02-26 16:00:00,view,0.0
U1125,2026-01-17 12:00:00,view,0.0
U4283,2026-01-10 02:00:00,view,0.0
U1232,2026-02-16 03:00:00,view,0.0
U5206,2026-02-16 07:00:00,view,0.0
U5007,2026-01-19 09:00:00,view,0.0
U3472,2026-02-21 01:00:00,view,0.0
U4514,2026-02-14 05:00:00,view,0.0
U4812,2026-02-22 21:00:00,purchase,120.41
U2605,2026-01-04 10:00:00,view,0.0
U4517,2026-01-31 23:00:00,view,0.0
U3870,2026-01-03 18:00:00,add_to_cart,0.0
U3590,2026-02-05 23:00:00,view,0.0
U1005,2026-01-28 10:00:00,view,0.0
U1003,2026-02-23 16:00:00,view,0.0
U3551,2026-02-26 01:00:00,view,0.0
U1846,2026-01-26 18:00:00,view,0.0
U2141,2026-01-20 00:00:00,view,0.0
U5627,2026-02-16 00:00:00,view,0.0
U5749,2026-02-06 10:00:00,view,0.0
U3026,2026-01-06 17:00:00,view,0.0
U3039,2026-01-23 09:00:00,view,0.0
U3219,2026-02-09 01:00:00,view,0.0
U2619,2026-02-06 08:00:00,view,0.0
U3832,2026-01-15 23:00:00,view,0.0
U3038,2026-01-31 16:00:00,add_to_cart,0.0
U2604,2026-02-13 17:00:00,add_to_cart,0.0
U5429,2026-01-11 08:00:00,purchase,110.45
U2570,2026-01-22 07:00:00,purchase,415.69
U2252,2026-01-30 02:00:00,view,0.0
U5820,2026-01-19 13:00:00,view,0.0
U3621,2026-02-14 09:00:00,view,0.0
U3136,2026-01-08 06:00:00,view,0.0
U5711,2026-02-20 05:00:00,view,0.0
U5670,2026-01-25 16:00:00,view,0.0
U2248,2026-01-02 13:00:00,view,0.0
U5916,2026-02-20 06:00:00,purchase,67.28
U3626,2026-01-08 09:00:00,view,0.0
U3035,2026-01-27 03:00:00,view,0.0
U3204,2026-02-02 04:00:00,view,0.0
U1950,2026-01-04 21:00:00,view,0.0
U2857,2026-02-28 09:00:00,add_to_cart,0.0
U3912,2026-01-13 14:00:00,view,0.0
U4228,2026-01-29 14:00:00,view,0.0
U3371,2026-01-02 18:00:00,view,0.0
U2955,2026-02-12 04:00:00,view,0.0
U5106,2026-02-09 05:00:00,purchase,121.4
U1814,2026-02-12 11:00:00,view,0.0
U3265,2026-01-18 00:00:00,view,0.0
U2639,2026-01-12 11:00:00,add_to_cart,0.0
U5451,2026-01-05 23:00:00,purchase,21.28
U1126,2026-01-28 08:00:00,view,0.0
U5146,2026-02-09 08:00:00,view,0.0
U4797,2026-01-01 13:00:00,purchase,125.59
U4417,2026-02-23 22:00:00,add_to_cart,0.0
U3872,2026-02-23 22:00:00,view,0.0
U3708,2026-02-22 08:00:00,view,0.0
U1201,2026-02-22 08:00:00,add_to_cart,0.0
U1574,2026-01-26 10:00:00,view,0.0
U1385,2026-01-27 01:00:00,view,0.0
U4600,2026-02-28 11:00:00,view,0.0
U5858,2026-01-24 06:00:00,view,0.0
U5805,2026-02-02 16:00:00,view,0.0
U5380,2026-01-22 17:00:00,view,0.0
U4120,2026-01-20 08:00:00,view,0.0
U1688,2026-01-22 07:00:00,view,0.0
U5422,2026-01-13 22:00:00,view,0.0
U3482,2026-01-19 16:00:00,view,0.0
U5524,2026-01-16 07:00:00,view,0.0
U3065,2026-02-20 14:00:00,view,0.0
U4057,2026-01-28 16:00:00,view,0.0
U3161,2026-02-20 03:00:00,view,0.0
U4335,2026-02-08 02:00:00,add_to_cart,0.0
U5895,2026-01-19 13:00:00,view,0.0
U4451,2026-02-24 17:00:00,add_to_cart,0.0
U4462,2026-01-01 22:00:00,view,0.0
U3490,2026-01-08 21:00:00,view,0.0
U4310,2026-02-20 00:00:00,view,0.0
U4675,2026-02-03 02:00:00,view,0.0
U3143,2026-02-01 23:00:00,purchase,405.36
U4983,2026-02-06 21:00:00,view,0.0
U1822,2026-01-07 09:00:00,add_to_cart,0.0
U1774,2026-01-21 18:00:00,view,0.0
U4695,2026-02-05 17:00:00,view,0.0
U1513,2026-01-05 19:00:00,purchase,174.57
U2409,2026-02-24 11:00:00,view,0.0
U2555,2026-02-07 08:00:00,view,0.0
U4577,2026-01-24 16:00:00,add_to_cart,0.0
U3761,2026-02-28 13:00:00,view,0.0
U5223,2026-02-19 18:00:00,view,0.0
U4280,2026-02-09 01:00:00,view,0.0
U1236,2026-01-09 21:00:00,view,0.0
U2301,2026-01-04 12:00:00,add_to_cart,0.0
U3657,2026-01-11 05:00:00,view,0.0
U3175,2026-02-05 08:00:00,view,0.0
U3081,2026-01-25 05:00:00,view,0.0
U5683,2026-02-11 21:00:00,view,0.0
U5052,2026-01-31 05:00:00,view,0.0
U5826,2026-01-12 12:00:00,view,0.0
U1454,2026-01-17 20:00:00,view,0.0
U5797,2026-01-02 21:00:00,view,0.0
U2386,2026-02-22 03:00:00,view,0.0
U5889,2026-01-11 07:00:00,view,0.0
U3058,2026-02-18 06:00:00,view,0.0
U2250,2026-02-24 14:00:00,purchase,477.5
U5501,2026-02-02 03:00:00,view,0.0
U1750,2026-02-04 19:00:00,view,0.0
U4920,2026-02-14 10:00:00,view,0.0
U1481,2026-01-02 20:00:00,view,0.0
U3120,2026-01-17 00:00:00,view,0.0
U2240,2026-02-09 09:00:00,view,0.0
U5120,2026-01-03 17:00:00,view,0.0
U2252,2026-02-20 05:00:00,view,0.0
U3322,2026-02-28 16:00:00,view,0.0
U4004,2026-02-26 22:00:00,add_to_cart,0.0
U5107,2026-01-24 18:00:00,view,0.0
U5062,2026-01-23 04:00:00,add_to_cart,0.0
U3421,2026-01-08 17:00:00,view,0.0
U4726,2026-02-10 12:00:00,view,0.0
U1046,2026-01-16 06:00:00,view,0.0
U1400,2026-01-21 21:00:00,view,0.0
U5345,2026-01-15 20:00:00,view,0.0
U5232,2026-01-08 17:00:00,view,0.0
U1826,2026-01-18 19:00:00,purchase,423.83
U5497,2026-02-08 16:00:00,view,0.0
U2182,2026-02-13 12:00:00,view,0.0
U1130,2026-02-09 22:00:00,view,0.0
U5459,2026-02-25 16:00:00,view,0.0
U4587,2026-01-25 12:00:00,add_to_cart,0.0
U3769,2026-02-14 09:00:00,view,0.0
U2131,2026-02-24 02:00:00,view,0.0
U4241,2026-02-28 22:00:00,purchase,100.88
U4810,2026-02-15 19:00:00,view,0.0
U5124,2026-01-29 20:00:00,add_to_cart,0.0
U5843,2026-02-25 11:00:00,view,0.0
U2262,2026-01-30 06:00:00,view,0.0
U5435,2026-01-30 16:00:00,view,0.0
U3050,2026-02-25 17:00:00,view,0.0
U1145,2026-01-25 15:00:00,view,0.0
U1704,2026-01-15 08:00:00,purchase,63.64
U1963,2026-02-27 04:00:00,view,0.0
U3108,2026-03-01 05:00:00,view,0.0
U1806,2026-02-15 23:00:00,add_to_cart,0.0
U1010,2026-02-03 06:00:00,purchase,495.67
U1884,2026-02-15 09:00:00,add_to_cart,0.0
U5321,2026-02-10 16:00:00,view,0.0
U3553,2026-01-06 04:00:00,add_to_cart,0.0
U2796,2026-01-23 16:00:00,view,0.0
U4170,2026-02-18 09:00:00,view,0.0
U3466,2026-01-17 23:00:00,add_to_cart,0.0
U1002,2026-02-07 12:00:00,add_to_cart,0.0
U1892,2026-01-09 03:00:00,view,0.0
U2933,2026-01-11 08:00:00,add_to_cart,0.0
U3682,2026-01-09 02:00:00,view,0.0
U2355,2026-01-15 07:00:00,view,0.0
U2560,2026-02-28 01:00:00,view,0.0
U1983,2026-02-07 07:00:00,view,0.0
U4972,2026-01-18 05:00:00,view,0.0
U1036,2026-01-13 04:00:00,view,0.0
U5688,2026-02-14 18:00:00,view,0.0
U3745,2026-02-09 01:00:00,view,0.0
U4930,2026-02-02 05:00:00,add_to_cart,0.0
U5311,2026-02-09 00:00:00,add_to_cart,0.0
U2704,2026-02-14 20:00:00,view,0.0
U5451,2026-02-07 06:00:00,view,0.0
U1556,2026-02-20 22:00:00,add_to_cart,0.0
U5521,2026-02-12 20:00:00,view,0.0
U4741,2026-01-18 03:00:00,purchase,282.53
U1588,2026-02-08 01:00:00,view,0.0
U4117,2026-02-10 16:00:00,view,0.0
U5455,2026-03-01 23:00:00,view,0.0
U5770,2026-01-19 06:00:00,view,0.0
U5681,2026-02-03 14:00:00,view,0.0
U2245,2026-01-22 03:00:00,add_to_cart,0.0
U2887,2026-01-04 16:00:00,add_to_cart,0.0
U1917,2026-02-23 00:00:00,view,0.0
U1021,2026-02-28 17:00:00,view,0.0
U3353,2026-02-16 11:00:00,purchase,377.33
U3428,2026-01-29 10:00:00,view,0.0
U4104,2026-01-15 18:00:00,view,0.0
U3506,2026-01-26 01:00:00,view,0.0
U2453,2026-01-04 16:00:00,view,0.0
U1038,2026-01-29 10:00:00,view,0.0
U2823,2026-01-14 19:00:00,view,0.0
U4093,2026-01-03 16:00:00,view,0.0
U4453,2026-01-28 20:00:00,view,0.0
U5964,2026-01-06 18:00:00,view,0.0
U5665,2026-01-15 01:00:00,add_to_cart,0.0
U2980,2026-02-18 23:00:00,view,0.0
U2809,2026-01-16 07:00:00,add_to_cart,0.0
U1984,2026-02-22 07:00:00,add_to_cart,0.0
U1590,2026-02-19 19:00:00,view,0.0
U5444,2026-02-22 23:00:00,view,0.0
U4899,2026-01-20 13:00:00,purchase,236.43
U3253,2026-02-13 19:00:00,view,0.0
U2763,2026-02-17 21:00:00,view,0.0
U1116,2026-01-08 10:00:00,view,0.0
U4788,2026-01-21 17:00:00,view,0.0
U3013,2026-02-15 14:00:00,view,0.0
U5702,2026-01-11 12:00:00,view,0.0
U1728,2026-02-07 08:00:00,add_to_cart,0.0
U1778,2026-01-24 08:00:00,view,0.0
U3448,2026-02-15 14:00:00,view,0.0
U1591,2026-01-28 19:00:00,view,0.0
U3720,2026-02-01 17:00:00,view,0.0
U1001,2026-02-10 12:00:00,view,0.0
U2949,2026-02-21 21:00:00,view,0.0
U4174,2026-02-08 13:00:00,view,0.0
U3169,2026-02-03 09:00:00,add_to_cart,0.0
U1886,2026-02-09 10:00:00,view,0.0
U1316,2026-01-06 08:00:00,view,0.0
U4144,2026-02-01 08:00:00,view,0.0
U1715,2026-02-19 19:00:00,add_to_cart,0.0
U5206,2026-01-07 10:00:00,add_to_cart,0.0
U1207,2026-02-27 21:00:00,view,0.0
U1409,2026-02-10 09:00:00,view,0.0
U5109,2026-02-23 11:00:00,view,0.0
U3134,2026-01-25 12:00:00,view,0.0
U2266,2026-02-24 13:00:00,view,0.0
U4427,2026-01-29 22:00:00,view,0.0
U3356,2026-02-20 11:00:00,view,0.0
U4665,2026-01-19 21:00:00,view,0.0
U5644,2026-02-10 02:00:00,purchase,49.95
U1754,2026-01-29 21:00:00,view,0.0
U1352,2026-02-18 20:00:00,add_to_cart,0.0
U1158,2026-01-24 19:00:00,view,0.0
U5611,2026-01-20 23:00:00,view,0.0
U2712,2026-02-10 03:00:00,view,0.0
U2273,2026-02-05 01:00:00,view,0.0
U3382,2026-01-06 06:00:00,purchase,145.65
U2394,2026-01-12 02:00:00,view,0.0
U1529,2026-01-15 00:00:00,view,0.0
U3914,2026-02-05 15:00:00,add_to_cart,0.0
U5573,2026-02-13 13:00:00,view,0.0
U1001,2026-01-05 05:00:00,view,0.0
U4052,2026-02-23 14:00:00,view,0.0
U1013,2026-01-25 19:00:00,view,0.0
U1129,2026-01-17 01:00:00,view,0.0
U2252,2026-01-01 07:00:00,view,0.0
U5555,2026-02-14 22:00:00,view,0.0
U4374,2026-01-10 02:00:00,view,0.0
U1629,2026-01-10 09:00:00,view,0.0
U3891,2026-01-01 04:00:00,add_to_cart,0.0
U3360,2026-01-20 10:00:00,view,0.0
U3734,2026-02-06 16:00:00,view,0.0
U4568,2026-02-25 14:00:00,view,0.0
U2742,2026-02-28 19:00:00,view,0.0
U4953,2026-01-09 04:00:00,purchase,468.94
U3844,2026-02-04 05:00:00,view,0.0
U3532,2026-01-05 00:00:00,purchase,258.55
U2229,2026-01-20 20:00:00,view,0.0
U3289,2026-02-12 01:00:00,purchase,168.33
U4868,2026-01-31 23:00:00,add_to_cart,0.0
U4249,2026-02-07 19:00:00,view,0.0
U5403,2026-02-11 22:00:00,view,0.0
U3033,2026-02-24 07:00:00,view,0.0
U5612,2026-02-16 01:00:00,purchase,334.2
U3474,2026-02-19 17:00:00,view,0.0
U4719,2026-02-18 11:00:00,add_to_cart,0.0
U1986,2026-02-15 03:00:00,purchase,341.49
U4124,2026-02-10 01:00:00,view,0.0
U1703,2026-01-09 00:00:00,view,0.0
U5783,2026-02-22 12:00:00,add_to_cart,0.0
U4230,2026-01-04 01:00:00,view,0.0
U4173,2026-02-07 18:00:00,view,0.0
U4553,2026-02-10 22:00:00,add_to_cart,0.0
U1850,2026-01-01 23:00:00,add_to_cart,0.0
U1821,2026-01-21 14:00:00,view,0.0
U4147,2026-01-15 20:00:00,view,0.0
U4986,2026-01-25 00:00:00,view,0.0
U5400,2026-02-04 11:00:00,view,0.0
U4338,2026-02-15 13:00:00,view,0.0
U3889,2026-01-09 02:00:00,add_to_cart,0.0
U4865,2026-01-02 05:00:00,purchase,457.98
U2177,2026-01-05 01:00:00,view,0.0
U5399,2026-02-13 03:00:00,view,0.0
U3830,2026-01-23 05:00:00,view,0.0
U3545,2026-02-12 12:00:00,view,0.0
U1020,2026-02-24 15:00:00,view,0.0
U2838,2026-01-15 03:00:00,view,0.0
U1714,2026-01-04 20:00:00,view,0.0
U1140,2026-02-03 13:00:00,view,0.0
U1963,2026-02-21 13:00:00,view,0.0
U4610,2026-01-28 02:00:00,purchase,294.66
U1105,2026-01-18 01:00:00,view,0.0
U5016,2026-01-26 10:00:00,purchase,70.38
U4179,2026-01-13 06:00:00,view,0.0
U3359,2026-02-11 23:00:00,add_to_cart,0.0
U1035,2026-02-23 06:00:00,view,0.0
U2845,2026-02-25 12:00:00,view,0.0
U3938,2026-01-22 21:00:00,view,0.0
U2300,2026-01-09 08:00:00,add_to_cart,0.0
U1009,2026-02-26 09:00:00,view,0.0
U3631,2026-02-18 04:00:00,add_to_cart,0.0
U5145,2026-02-05 06:00:00,view,0.0
U4273,2026-01-19 03:00:00,add_to_cart,0.0
U4040,2026-01-05 14:00:00,view,0.0
U2584,2026-02-03 00:00:00,view,0.0
U1630,2026-01-22 15:00:00,view,0.0
U3852,2026-01-28 06:00:00,view,0.0
U2546,2026-01-14 12:00:00,view,0.0
U1440,2026-01-02 02:00:00,view,0.0
U5358,2026-01-03 09:00:00,view,0.0
U5008,2026-02-08 23:00:00,view,0.0
U5795,2026-01-04 05:00:00,add_to_cart,0.0
U3601,2026-02-14 13:00:00,purchase,139.8
U5448,2026-01-09 07:00:00,view,0.0
U2914,2026-02-08 03:00:00,view,0.0
U2804,2026-01-02 04:00:00,view,0.0
U3475,2026-01-21 07:00:00,view,0.0
U2735,2026-02-23 11:00:00,view,0.0
U3428,2026-01-22 05:00:00,view,0.0
U3774,2026-02-07 16:00:00,view,0.0
U4874,2026-01-30 19:00:00,view,0.0
U1661,2026-02-05 04:00:00,view,0.0
U2868,2026-02-16 22:00:00,view,0.0
U1207,2026-01-30 22:00:00,view,0.0
U3959,2026-01-16 11:00:00,view,0.0
U4719,2026-01-16 12:00:00,add_to_cart,0.0
U5443,2026-02-23 04:00:00,purchase,371.22
U1363,2026-01-30 20:00:00,view,0.0
U5037,2026-01-08 06:00:00,view,0.0
U5895,2026-01-16 11:00:00,view,0.0
U2523,2026-01-14 03:00:00,view,0.0
U5576,2026-02-14 01:00:00,view,0.0
U3408,2026-01-27 08:00:00,view,0.0
U3496,2026-02-21 22:00:00,view,0.0
U2689,2026-02-24 05:00:00,view,0.0
U2442,2026-01-15 21:00:00,add_to_cart,0.0
U1243,2026-02-16 16:00:00,view,0.0
U5137,2026-02-14 02:00:00,view,0.0
U4229,2026-01-30 13:00:00,add_to_cart,0.0
U1133,2026-01-07 19:00:00,view,0.0
U1072,2026-02-04 01:00:00,view,0.0
U5225,2026-01-14 19:00:00,view,0.0
U5361,2026-01-25 21:00:00,add_to_cart,0.0
U5259,2026-01-01 13:00:00,view,0.0
U5917,2026-02-21 02:00:00,add_to_cart,0.0
U3530,2026-01-25 12:00:00,view,0.0
U3529,2026-02-03 03:00:00,view,0.0
U1536,2026-02-14 11:00:00,view,0.0
U5223,2026-01-13 13:00:00,view,0.0
U4603,2026-03-01 05:00:00,view,0.0
U3719,2026-01-02 22:00:00,view,0.0
U2953,2026-01-02 10:00:00,view,0.0
U1689,2026-02-25 14:00:00,view,0.0
U1456,2026-01-09 02:00:00,view,0.0
U5244,2026-02-15 18:00:00,view,0.0
U1399,2026-01-04 03:00:00,view,0.0
U2638,2026-02-06 06:00:00,view,0.0
U2403,2026-02-21 03:00:00,view,0.0
U5219,2026-02-19 04:00:00,add_to_cart,0.0
U1767,2026-01-07 21:00:00,view,0.0
U2549,2026-01-22 04:00:00,view,0.0
U5605,2026-01-27 20:00:00,view,0.0
U3293,2026-01-21 09:00:00,add_to_cart,0.0
U1900,2026-01-21 17:00:00,view,0.0
U3385,2026-02-01 03:00:00,view,0.0
U1464,2026-03-01 10:00:00,view,0.0
U5798,2026-02-24 20:00:00,view,0.0
U3557,2026-02-21 15:00:00,view,0.0
U4835,2026-02-04 08:00:00,view,0.0
U4804,2026-02-07 09:00:00,view,0.0
U3444,2026-01-17 23:00:00,view,0.0
U1392,2026-01-02 15:00:00,purchase,134.79
U1241,2026-03-01 07:00:00,view,0.0
U1788,2026-02-24 01:00:00,add_to_cart,0.0
U1775,2026-01-08 16:00:00,add_to_cart,0.0
U1078,2026-01-23 23:00:00,add_to_cart,0.0
U3148,2026-01-08 22:00:00,view,0.0
U4456,2026-01-24 02:00:00,view,0.0
U3711,2026-01-20 20:00:00,view,0.0
U5327,2026-02-15 03:00:00,view,0.0
U2674,2026-01-19 06:00:00,purchase,394.08
U1562,2026-01-05 04:00:00,view,0.0
U3037,2026-01-10 05:00:00,add_to_cart,0.0
U4694,2026-01-28 16:00:00,view,0.0
U2246,2026-02-09 08:00:00,add_to_cart,0.0
U4009,2026-01-03 16:00:00,view,0.0
U2827,2026-01-14 08:00:00,view,0.0
U3216,2026-02-24 17:00:00,purchase,167.89
U4747,2026-02-09 01:00:00,view,0.0
U3421,2026-02-01 15:00:00,view,0.0
